id,accession_number,accession_date,title,maker,medium,description,classification,creation_date_avg
289,56.14.J,1956-01-01,Girl Reading,Robert Frederick Blum,etching on paper,,WCMA-PRINTS,1883.0
291,78.32.4,1978-01-01,Charte' I,Mark Tobey,color lithograph,,WCMA-PRINTS,1973.0
292,81.19.C,1981-01-01,"Untitled (from ""Song of Songs Which is Solomon's"")",Michael Rothenstein,color silkscreen,,WCMA-DEC ARTS,1979.0
293,39.1.357,1939-01-01,Pour le triomphe. Souscrivez à l'emprunt national,Sem (Georges Goursat),poster,,WCMA-PRINTS,1916.0
295,87.16.84,1987-01-01,Male figure,Wayne Wadhams,gelatin silver print,,WCMA-PHOTO,1978.0
296,74.7.C,1974-01-01,"Burning Petroleum (from ""Earth Projects"")",Robert Morris,color lithograph,,WCMA-PRINTS,1969.0
297,74.7.H,1974-01-01,"Waterfall (from ""Earth Projects"")",Robert Morris,color lithograph,,WCMA-PRINTS,1969.0
298,RC.5.25,1992-01-01,"Blind Time III, No. 4",Robert Morris,lithograph on paper,,WCMA Reserve Collection,1977.0
299,26.1.E,1926-01-01,"West College (from ""Six Etchings of Williamstown"")",Louis Orr,etching,,WCMA-PRINTS,1926.0
300,26.1,1926-01-01,Six Etchings of Williamstown,Louis Orr,etchings,see individual screens 26.1.A-G,WCMA-PRINTS,1902.5
301,26.1.D,1926-01-01,"Chapin Hall (from ""Six Etchings of Williamstown"")",Louis Orr,etching on paper,,WCMA-PRINTS,1926.0
302,56.16.32.B,1956-01-01,Head of a woman; fragment of terracotta figurine,Greek?,terracotta,,WCMA-ANCIENT,-300.0
303,79.60.J,1979-01-01,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
305,CG.12,1887-01-01,South Italian Lekythos,South Italian,terracotta,red clay painted black with roughly parallel lines running in two directions and intersecting to form small diamonds.  White wave design on shoulder and white vertical lines on neck.,WCMA-ANCIENT,-400.0
306,96.7.2,1996-01-01,Figure of a seated woman,Chinese,polychromed terracotta,"red, black and buff",WCMA-EASTERN,0.0
308,83.34.15.A,1983-01-01,"Savoy Dancers, Harlem Document (from ""75th Anniversary Portfolio"")",Aaron Siskind,gelatin silver print,,WCMA-PHOTO,1936.0
312,85.46.41,1985-01-01,Maquette for Ovoid Variation No.1,Robert Adams,cast bronze,,WCMA-SCULPTURE,1980.0
313,43.2.51,1943-01-01,Domed Box with Cover,Pennsylvania,wood,paper lining,WCMA-DEC ARTS,1772.5
314,62.41.49,1962-01-01,"Animal Locomotion, Plate #646",Eadweard Muybridge,collotype,,WCMA-PHOTO,1887.0
315,60.39.6.P,1960-01-01,Seal amulet with hieroglyphs,Egyptian,bronze and ceramic,,WCMA-ANCIENT,0.0
317,95.8.A.2,1995-07-22,"Left side mirror from The Library of Sor Juana Inez de la Cruz (from the installation, Venus Envy Chapter Two:  The Harem and Other Enclosures, 1994)",Amalia Mesa-Bains,mirror,,WCMA-SCULPTURE,1994.0
318,79.51.D,1979-01-01,Hagen vor der Gibbichungenhalle (from Ring),Fritz Wotruba,lithograph,,WCMA-PRINTS,1967.0
319,87.16.1,1987-01-01,"Hunchbacked Dwarf, Colima",Wayne Wadhams,gelatin silver print,,WCMA-PHOTO,1981.0
320,49.17.44,1949-01-01,(Our) Compromise with the South: To Have the Union As It Was,Thomas Nast,pen and ink on paper,,WCMA-DRAWING,1863.0
321,79.61.C,1979-01-01,"Untitled (from ""2 x 5 Trophies"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
322,79.61.I,1979-01-01,"Untitled (from ""2 x 5 Trophies"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
326,EL.83.3.3,,Lawrence Hall Addition Architectural Blueprints: Floor Plans,"Moore, Grover & Harper",blueprint facsimile,,WCMA-PRINTS,1980.0
327,74.7,1974-01-01,Earth Projects,Robert Morris,prints,see individual screens 74.7.A-J,WCMA-PRINTS,1952.5
328,56.16.28.A,1956-01-01,Pitcher with two handles,Anonymous,brass,,WCMA-DEC ARTS,0.0
329,78.22.20,1978-01-01,Una Puerta Amarilla,Emilio Sanchez,color lithograph,,WCMA-PRINTS,1968.0
331,82.21.2.D,1982-01-01,"Vertical green, blue and black guitar (from Romantic Suite)",Arman (Armand Fernandez),color photo lithograph on paper,,WCMA-PRINTS,1976.0
332,95.4.1,1995-03-03,Pink and Blue,Maurice Brazil Prendergast,watercolor and pencil on paper,,WCMA-Prendergast,1914.0
334,94.1.54,1959,Swell-front Four Drawer Chest,Massachusetts,satinwood veneer,oval drawer pulls,WCMA-DEC ARTS,1810.0
336,M.2004.13.3,2004-03-18,Franklin Park,Maurice Brazil Prendergast,monotype on paper with colored pencil additions,,WCMA-Prendergast,1896.0
338,92.22.34,1992-01-01,"Playground NY, NY 1947",Louis Faurer,gelatin silver print,,WCMA-PHOTO,1964.0
339,46.6.10.A,1946-01-01,Nail,Spanish,iron,,WCMA-ANCIENT,400.0
340,93.1.14.J,1993-01-01,Animal Amulet,Egyptian,stone,green,WCMA-ANCIENT,0.0
342,82.18.1,1982-01-01,"1969 New York City, New York (from ""Women are better than men.  Not only have they survived, they do prevail."")",Garry Winogrand,gelatin silver print,,WCMA-PHOTO,1969.0
343,82.18.8,1982-01-01,"1980 Beverly Hills, California (from ""Women are better than men.  Not only have they survived, they do prevail."")",Garry Winogrand,gelatin silver print,,WCMA-PHOTO,1980.0
344,81.45.39,1981-01-01,The Oakland Museum,Peter Voulkos,"cast acrylic, aluminum and brass",,WCMA-SCULPTURE,1969.0
346,41.15.53,1941-01-01,Crow,Ch'eng Wu-kang,painting on silk,page from an album,WCMA-EASTERN,0.0
347,77.31.1,1977-01-01,Marionette,Bamana Cultural Group,wood and repousee metal,"repoussee metal applique, wood, etc.",WCMA-AFRICAN,1888.5
348,96.35.1,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
349,96.35.2,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
351,80.46.57,1980-01-01,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
353,82.21.3.E,1982-01-01,Star Space Daylight Sun Center by Earth Degree,Charles Ross,color silkscreen on paper,,WCMA-PRINTS,1980.0
354,82.21.3,1982-01-01,Star Space (set of 4 sheets),Charles Ross,color silkscreens,,WCMA-PRINTS,1980.0
355,82.21.3.D,1982-01-01,Star Space Daylight Milkyway Center by Earth Hour,Charles Ross,color silkscreen on paper,,WCMA-PRINTS,1980.0
356,94.8.8,1994-06-15,Grace Chapin Hall from the West,Louis Orr,etching,,WCMA-PRINTS,0.0
357,56.16.4.C,1956-01-01,"Cart decoration, ""Virgin in Glory with Two Cherubs""",Anonymous (Italian),painted wood,,WCMA-SCULPTURE,0.0
359,79.75.17,1979-01-01,Pot Sherd,Greek,ceramic,,WCMA-ANCIENT,0.0
360,78.51.61,1978-01-01,"The Abbey, Sligo",William M. Lawrence,albumen print,,WCMA-PHOTO,1871.0
361,91.38.A,1991-01-01,"Goddess, History (from Survey 1986)",Manuel Alvarez Bravo,palladium print,,WCMA-PHOTO,1979.0
362,76.9,1976-01-01,Ode to Charles Ives,Salvatore Del Deo,3 color lithograph,,WCMA-PRINTS,1976.0
364,57.27.H,1957-01-01,Venice,John Ruskin,pencil on white paper,,WCMA-DRAWING,1872.0
365,74.7.A,1974-01-01,"Mounds and Trenches (from ""Earth Projects"")",Robert Morris,color lithograph,,WCMA-PRINTS,1969.0
366,74.7.F,1974-01-01,"Steam (from ""Earth Projects"")",Robert Morris,color lithograph,,WCMA-PRINTS,1969.0
367,RC.22.47,1994-01-01,Incised blade,Anonymous,iron?,,WCMA Reserve Collection,0.0
368,85.24.10,1985-01-01,"Springs (from the ""Door Cycle"")",Willem De Kooning,oil on newsprint,attached to stretcher,WCMA-PAINTING,1965.0
369,84.30.B,1984-01-01,"Straw and Bramble, Redding, CT (from ""Color Nature Landscapes I"")",Paul Caponigro,Cibachrome,,WCMA-PHOTO,1970.0
370,84.30.F,1984-01-01,"Mississippi River Near Prairie Du Chien, Wisconsin (from ""Color Nature Landscapes I"")",William A. Garnett,Cibachrome,,WCMA-PHOTO,1968.0
371,84.30.G,1984-01-01,"Storm/Maui (from ""Color Nature Landscapes I"")",Ralph Gibson,Cibachrome,,WCMA-PHOTO,1983.0
372,57.27.I,1957-01-01,Lucca,John Ruskin,pencil and watercolor on paper,,WCMA-DRAWING,1872.0
375,84.31.10,1984-01-01,Metch,Victor Vasarely,color silkscreen on paper,,WCMA-PRINTS,1966.0
377,77.53.67,1977-01-01,Three Birds in Flight,Martin Barooshian,color etching on paper,,WCMA-PRINTS,1963.5
378,EL.81.3.25,,"Library Addition, Williams College Library, Second Floor: LH-61",Francis R. Allen,ink on oilcloth,,WCMA-DRAWING,0.0
383,79.60.A,1979-01-01,"Title Sheet (from ""2 x 5 Bats"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
384,79.60.C,1979-01-01,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
385,79.60.E,1979-01-01,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
386,62.41.15,1962-01-01,"Animal Locomotion, Plate #457",Eadweard Muybridge,collotype,,WCMA-PHOTO,1887.0
387,83.5.1,1983-01-01,"Farmers with popsicles, Jodhpur, Rajasthan",Raghubir Singh,dye transfer color photograph,,WCMA-PHOTO,1981.0
388,94.19.1,1994-12-20,"Kounodai Tonegawa (Tone River at Kounodai) (from the series ""Thirty-six Views of Mt. Fuji"")",Hiroshige,color woodblock on paper,,WCMA-EASTERN,1858.0
389,39.1.115,1939-01-01,Tired of Giving?...,Jay Norwood Darling,poster,,WCMA-PRINTS,1910.0
390,93.1.77.C,1993-01-01,Bowl,Syrian?,baked clay,"Possibly an offering bowl. Rough form, possibly a mistake from a pottery studio.",WCMA-ANCIENT,0.0
393,RC.17.26,1993-01-01,Untitled study,attributed to Isabelle Makepeace,pencil on paper,,WCMA Reserve Collection,1968.0
394,61.22.B,1961-01-01,Samson Destroying the Temple,Bonifacio Veronese,oil on canvas,,WCMA-PAINTING,1500.0
395,71.8.B,1971-01-01,"Wood block for ""Untitled illustration""",Georges Rouault,carved wood,,WCMA-PRINTS,1931.0
396,41.15.54,1941-01-01,Landscape with figures,Sung Yuan,painting on silk,page from an album,WCMA-EASTERN,0.0
398,81.12.2.I,1981-01-01,"Untitled (from ""10 Autobiographical Sketches"")",Emmett Williams,color print,,WCMA-PRINTS,1979.0
401,87.16.64,1987-01-01,Figurine of a mummy,Wayne Wadhams,gelatin silver print,,WCMA-PHOTO,1978.0
402,96.36,1996-12-23,Spencer Studio Art Building,Carlos Jiménez,architectural model,,WCMA-SCULPTURE,1994.0
403,71.8.A,1971-01-01,Page from a book with wood block,Georges Rouault,wood engraving on paper,,WCMA-PRINTS,1931.0
405,79.60.G,1979-01-01,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
406,95.4.18,1995-03-03,The Birches,Maurice Brazil Prendergast,"watercolor, pencil and pastel on paper",,WCMA-Prendergast,1906.5
407,EL.82.5.10,,"The Letter for Home (from ""Campagne Sketches"")",Winslow Homer,lithograph on paper,,WCMA-PRINTS,1863.0
408,78.39.7,1978-01-01,Gericault,Leonard Baskin,etching on paper,,WCMA-PRINTS,1964.0
409,EL.83.2.1,,"Farmers with popsicles, Jodhpur, Rajasthan",Raghubir Singh,dye transfer color photograph,,WCMA-PHOTO,1981.0
410,GA.2,,Whiskey Bottle in form of a man,American,pressed glass,,WCMA-DEC ARTS,0.0
412,65.7.E,1965-01-01,"Dum-Dum Roses (from ""New York Ten"")",Robert M. Kulicke,"serigraph, hand-varnished on paper",,WCMA-PRINTS,1965.0
413,75.43.4.O,1975-01-01,Man Carrying Musical Instruments,Etruscan,carnelian,,WCMA-ANCIENT,-550.0
415,91.28.15,1991-01-01,Rising Sun,Charles Prendergast,"tempera and gold leaf on incised, carved and gessoed panel",,WCMA-Prendergast,1912.0
416,52.7.46,1952-01-01,"""CAN'T WE DECIDE OUR OWN FAMILY AFFAIRS?""",John Harmon Cassel,crayon and ink on board,,WCMA-DRAWING,1902.0
417,99.12,1999-12-07,"# 142, If",Gary Falk,enamel | acrylic on plexiglas,,WCMA-PAINTING,1985.5
418,A.4.2.B,1995-10-18,"Poster for Exhibition ""Impressionistes Américains""","Unknown, American",poster,"text in French at Petit Palais Paris March 30-May 30, 1982organized by SITES",WCMA-Prendergast,1982.0
419,91.38.B,1991-01-01,Without Title (from Survey 1986),Manuel Alvarez Bravo,palladium print,,WCMA-PHOTO,1978.0
420,91.38.E,1991-01-01,"Couple at La Defense, Paris (from Survey 1986)",Lucien Clergue,gelatin silver print,,WCMA-PHOTO,1978.0
421,91.38.I,1991-01-01,Villa Rotunda (from Survey 1986),Erica Lennard,gelatin silver print,,WCMA-PHOTO,1970.5
422,92.5.10,1992-01-01,Untitled plate from a set of prints of architectural ornament,Anonymous,engraving and mezzotint,,WCMA-PRINTS,0.0
423,78.59.32,1978-01-01,Pottery Sherd,Greek,clay,,WCMA-ANCIENT,-900.0
424,92.5.30.D,1992-01-01,Mounting a Great Gun,David Muirhead Bone,print,,WCMA-PRINTS,1917.0
425,92.5.30.G,1992-01-01,Night Work on the Breech of a Great Gun,David Muirhead Bone,print,,WCMA-PRINTS,1917.0
426,93.1.78.D,1993-01-01,Fresco fragment (from Nefertari's tomb),Egyptian,fresco,red and black,WCMA-ANCIENT,-3600.0
427,94.1.2.B,1994-01-01,illuminated manuscript border,,gold leaf and colors on parchment,on vellum,WCMA-DEC ARTS,0.0
428,84.31.6,1984-01-01,"Clair de lune à Valmondois (Gazette des beaux-arts, 1878)",Charles François Daubigny,etching on paper,,WCMA-PRINTS,1877.0
430,49.17.62.C,1949-01-01,"""Why We"" (Republicans) ""Laugh.""",Thomas Nast,wood engraving on newsprint,adhered to newpaper page,WCMA-PRINTS,1881.0
431,49.17.62.A,1949-01-01,...get a Rest This Summer,Thomas Nast,wood engraving on newsprint,small cartoons adhered to page,WCMA-PRINTS,1881.0
433,79.75.61,1979-01-01,Pot Sherd,Greek,ceramic,,WCMA-ANCIENT,0.0
434,81.45.2,1981-01-01,Factoryscape,Abraham M. Atlas,pastel on paper,,WCMA-DRAWING,1930.0
435,59.13,1959-01-01,"The Buddha, Head",Gandhara Region,schist,black,WCMA-EASTERN,-150.0
437,81.19.A,1981-01-01,"Untitled (from ""Song of Songs Which is Solomon's"")",Michael Rothenstein,color silkscreen on paper,,WCMA-DEC ARTS,1979.0
438,81.19.B,1981-01-01,"Untitled (from ""Song of Songs Which is Solomon's"")",Michael Rothenstein,color silkscreen,,WCMA-DEC ARTS,1979.0
439,81.19.H,1981-01-01,"Untitled (from ""Song of Songs Which is Solomon's"")",Michael Rothenstein,color silkscreen,,WCMA-DEC ARTS,1979.0
440,94.1.11,1994-01-01,Portrait of a man,Anonymous (American),oil on canvas,,WCMA-PAINTING,0.0
441,56.16.32.A,1956-01-01,Head; fragment of terracotta figurine,Greek?,terracotta,,WCMA-ANCIENT,-250.0
442,79.60.H,1979-01-01,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
443,79.60,1979-01-01,2 x 5 Bats,Dieter Roth,prints,see individual screens 79.60.A-K,WCMA-PRINTS,1954.5
444,79.60.F,1979-01-01,"Untitled (from ""2 x 5 Bats"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
446,65.7.I,1965-01-01,"Woman Brushing Her Hair (from ""New York Ten"")",George Segal,screenprint on paper,,WCMA-PRINTS,1965.0
447,88.7.3,1988-01-01,Stoneware Teapot 27H (The Williamstown Hodja),Ken Friedman,stoneware with incised paint,,WCMA-DEC ARTS,1987.0
448,83.34.15,1983-01-01,75th Anniversary Portfolio,Aaron Siskind,photographs,,WCMA-PHOTO,1979.0
449,83.34.15.B,1983-01-01,"Gloucester Ih (from ""75th Anniversary Portfolio"")",Aaron Siskind,gelatin-silver print,,WCMA-PHOTO,1944.0
450,83.34.15.D,1983-01-01,"Chicago 30 (from ""75th Anniversary Portfolio"")",Aaron Siskind,gelatin silver print,,WCMA-PHOTO,1950.0
452,38.5.1,1938-01-01,St. Mark with Lion,Edwin Howland Blashfield,charcoal and pencil on paper,greenish blue paper,WCMA-DRAWING,1921.0
453,63.25,1963-01-01,La péche,Jacques-Firmin Beauvarlet,etching and engraving on paper,,WCMA-PRINTS,1742.0
454,78.59.6,1978-01-01,Pottery Sherd,Greek,clay,,WCMA-ANCIENT,-900.0
455,91.15.14,1991-01-01,"Sohrab and Rustam Fighting (from a ""Shahnama"" of Firdawsi)",Deccan,"opaque watercolor on paper, heightened with gold",remounted,WCMA-EASTERN,1600.0
456,86.4.9,1986-01-01,Untitled (Sculptor's Studio),Pablo Picasso,etching on paper,,WCMA-PRINTS,1933.0
457,91.16,1991-01-01,Yellow Pumpkin,Karl Knaths,oil on canvas,,WCMA-PAINTING,1959.0
458,EL.82.5.17,,"Title Page to the French Set ""Douze Eaux Fortes d'apres Nature par James Whistler à Mon Viel Seymour Haden""",After James Abbott McNeill Whistler,photogravure on paper,,WCMA-PRINTS,1920.0
460,93.1.147.B,1993-01-01,Pin closure (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
462,M.2005.15.V,2005-04-13,"Group Portrait in Garden (from ""The Hampton Project"")",Carrie Mae Weems,digital photograph printed with water-soluble pigmented ink on muslin banner,"source material image, courtesy Hampton University Archives",WCMA-PHOTO,2000.0
464,61.19.12,1961-01-01,"Statuette of Isis, Standing with Feathered Crown","Egyptian, anonymous",bronze,"This hollow cast, votive stautette depicts the Egyptian fertility goddess, Isis, standing erect, her arms tightly clutched at her sides. She wears a shear dress, divine wig, and a vulture headdress with uraeus; on top of her head are cow's horns, a solar-disk and two tall feather plumes. Representations of Isis with a plumed headdress were most common during the Ptolemaic Period. The surface of the statuette has been badly worn.",WCMA-ANCIENT,-170.0
465,82.26.36,1982-01-01,Feet Movie,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
466,79.48.H,1979-01-01,"Untitled (from ""Album"")",Allen Jones,color lithograph on paper,,WCMA-PRINTS,1971.0
467,39.4.6,1939-01-01,Side Chair,American,wood,,WCMA-DEC ARTS,1892.5
468,39.4.3,1939-01-01,Side Chair,American,wood | upholstery,yellow upholstery with floral motif,WCMA-DEC ARTS,1905.0
469,79.61.J,1979-01-01,"Untitled (from ""2 x 5 Trophies"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
470,84.30.I,1984-01-01,"Shad Tree in Bloom, Great Smoky Mountains (from ""Color Nature Landscapes I"")",Eliot Furness Porter,Cibachrome,,WCMA-PHOTO,1968.0
471,26.1.B,1926-01-01,"Berkshire Hall (from ""Six Etchings of Williamstown"")",Louis Orr,etching,,WCMA-PRINTS,1926.0
472,81.24.45,1981-01-01,Text for cartoon,Rube Goldberg,typewritten on paper,,WCMA-DRAWING,1960.0
473,74.17,1974-01-01,Untitled,William Zorach,woodcut on paper,,WCMA-PRINTS,1918.0
476,68.17,1968-01-01,"View from Rear Window, Gallery 291, Daytime",Alfred Stieglitz,platinum print,,WCMA-PHOTO,1915.0
477,79.51.G,1979-01-01,Siegfrieds Tod (from Ring),Fritz Wotruba,lithograph,,WCMA-PRINTS,1967.0
478,79.51.K,1979-01-01,Skizze I Erda (from Ring),Fritz Wotruba,lithograph,,WCMA-PRINTS,1967.0
479,94.24.8,1994-12-20,Jaguar Earrings,Joan Brown,"18K vermeil, emerald",,WCMA-DEC ARTS,0.0
481,94.1.33,1994-01-01,Bag,Anonymous,cotton? | silk,cotton? with blue silk lining,WCMA-DEC ARTS,0.0
482,38.4,1938-01-01,"Corneille: Study for a Lunette in the Public Library, Detroit",Edwin Howland Blashfield,charcoal on paper,,WCMA-DRAWING,1919.0
485,64.29.21,1964-01-01,The Red Army is the sentry of the revolution,V. F. Stranich,poster,"A Red Guard soldier, symbol of the revolution, stands cosmically astride the Soviet Union pointing to the ever-approaching hand of fascism.",WCMA-PRINTS,1925.0
486,81.19.G,1981-01-01,"Untitled (from ""Song of Songs Which is Solomon's"")",Michael Rothenstein,color silkscreen,,WCMA-DEC ARTS,1979.0
487,EL.83.13.14,,Flash Tester,Agfa-Ansco,"metal, plastic and glass",,WCMA-PHOTO,0.0
488,39.1.365,1939-01-01,¡Arriba España! Libre para siempre de las tirana marxista,Anonymous (Spanish),poster,,WCMA-PRINTS,1932.5
490,83.18.3,1983-01-01,"Illustration (for the ""Bhagavata Purana"")",Rajasthan,opaque watercolor on paper,,WCMA-EASTERN,1595.0
491,79.61.F,1979-01-01,"Untitled (from ""2 x 5 Trophies"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
492,79.61.G,1979-01-01,"Untitled (from ""2 x 5 Trophies"")",Dieter Roth,color lithograph on paper,,WCMA-PRINTS,1978.0
493,53.27.B,1953-01-01,St. Sebastian,Anonymous (Spanish),oil on panel | gilt,,WCMA-PAINTING,1482.5
494,96.35.11,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
495,96.35.13,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
496,96.35.6,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
497,96.35.7,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
498,65.7.D,1965-01-01,"James Bond Meets Pussy Galore (from ""New York Ten"")",Nicholas Krushenick,color serigraph on paper,,WCMA-PRINTS,1965.0
500,83.34.15.I,1983-01-01,"Rome: Arch of Constantine 10 (from ""75th Anniversary Portfolio"")",Aaron Siskind,gelatin silver print,,WCMA-PHOTO,1963.0
501,83.34.15.K,1983-01-01,"Louise 30 (from ""75th Anniversary Portfolio"")",Aaron Siskind,gelatin silver print,,WCMA-PHOTO,1974.0
503,91.38,1991-01-01,Survey 1986,various artists,photographs,see individual screens 91.38.A-K,WCMA-PHOTO,1986.0
504,96.35.9,1996-12-27,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
506,74.7.B,1974-01-01,"Dust (from ""Earth Projects"")",Robert Morris,color lithograph,,WCMA-PRINTS,1969.0
